cliente_id,nome,cpf_fake,data_nascimento,sexo,cidade,estado,segmento
342,Aline Barbosa,901.326.590-17,1989-08-20,F,Recife,PE,PF
343,Fábio Soares,194.316.580-58,1990-03-29,F,Brasília,DF,PF
344,Mariana Ribeiro,869.248.773-10,1967-10-30,F,Curitiba,PR,PF
345,Nelson Lopes,361.257.211-62,1991-12-26,F,Salvador,BA,PF
346,Bruno Lopes,909.699.867-62,1985-03-01,M,Uberaba,MG,PF
347,Vinícius Vieira,148.411.840-13,2004-04-22,F,Curitiba,PR,PF
348,Carla Ferreira,187.849.156-95,1981-07-05,F,Rio de Janeiro,RJ,PF
349,Rodrigo Ribeiro,781.697.582-17,1990-07-06,M,Belo Horizonte,MG,PF
350,Bruno Santos,472.826.912-49,1975-05-09,F,Salvador,BA,PF
351,Patrícia Martins,854.798.151-65,1961-10-22,M,Curitiba,PR,PF
352,Fábio Souza,653.588.794-89,1965-10-03,M,Ribeirão Preto,SP,PF
353,Diego Ribeiro,594.388.983-95,1999-01-06,M,Campinas,SP,PF
354,Ana Ribeiro,716.675.193-45,1993-03-20,F,Campinas,SP,PF
355,Otávio Gomes,278.562.842-29,1976-05-30,F,Recife,PE,PF
356,Camila Costa,996.216.188-96,1991-05-28,M,Recife,PE,PF
357,Rodrigo Lopes,190.760.786-39,1960-03-12,M,Rio de Janeiro,RJ,PF
358,Vinícius Lopes,157.377.161-69,1961-09-03,F,Brasília,DF,PF
359,Patrícia Gomes,899.996.819-78,1982-10-29,M,Belo Horizonte,MG,PF
360,Henrique Ribeiro,892.792.684-98,1988-02-15,M,Salvador,BA,PF
361,Elaine Vieira,389.471.914-37,2002-03-02,F,Belo Horizonte,MG,PF
362,Marcelo Oliveira,368.236.347-62,1994-03-09,M,Uberaba,MG,PF
363,Gustavo Oliveira,896.222.712-78,1971-07-31,F,Uberlândia,MG,PF
364,Rodrigo Santos,905.774.240-53,1996-09-06,M,Recife,PE,PF
365,Otávio Carvalho,956.916.650-95,1982-02-13,M,Campinas,SP,PF
366,Rodrigo Lima,700.158.921-24,1997-03-04,M,Uberaba,MG,PF
367,Vinícius Lopes,442.314.746-12,1967-10-27,F,Uberlândia,MG,PF
368,Gabriela Carvalho,675.877.808-37,1961-03-07,F,Ribeirão Preto,SP,PF
369,Rodrigo Alves,906.425.711-55,1962-08-06,M,Curitiba,PR,PF
370,Fernanda Fernandes,160.102.264-93,2004-08-04,M,Recife,PE,PF
371,Juliana Lopes,957.468.970-14,1963-08-16,M,Goiânia,GO,PF
372,Vanessa Ferreira,969.307.133-77,2002-04-10,F,Brasília,DF,PF
373,Gustavo Pereira,443.362.782-39,1992-09-18,F,Salvador,BA,PF
374,Patrícia Alves,776.275.177-38,1966-07-28,M,Salvador,BA,PF
375,João Souza,647.302.228-76,1998-11-19,F,São Paulo,SP,PF
376,Aline Oliveira,543.487.315-11,1966-06-28,M,Recife,PE,PF
377,Carla Vieira,147.712.171-31,1966-06-13,F,Goiânia,GO,PF
378,Rafael Lima,918.409.769-40,1985-11-24,F,Recife,PE,PF
379,Fernanda Pereira,937.838.522-70,1972-12-22,F,Belo Horizonte,MG,PF
380,Diego Almeida,471.949.422-84,1973-02-01,M,Belo Horizonte,MG,PF
381,Fábio Ribeiro,654.678.416-84,1968-10-10,M,Salvador,BA,PF
382,Aline Vieira,770.832.820-24,1987-05-07,F,Curitiba,PR,PF
383,Karina Lopes,887.856.318-97,1961-03-17,F,Uberaba,MG,PF
384,Thiago Gomes,573.389.300-42,1971-01-11,M,Salvador,BA,PF
385,Elaine Pereira,133.720.736-69,1984-11-26,F,Belo Horizonte,MG,PF
386,Vanessa Barbosa,593.426.750-87,1981-11-23,M,Curitiba,PR,PF
387,Ana Almeida,178.444.994-86,1991-07-01,F,Uberaba,MG,PF
388,Marcelo Barbosa,993.264.518-21,1969-09-24,F,Uberlândia,MG,PF
389,Mariana Oliveira,878.566.318-18,1989-02-26,F,Rio de Janeiro,RJ,PF
390,Isabela Fernandes,763.829.890-96,1994-03-14,M,Salvador,BA,PF
391,Priscila Martins,832.806.829-98,1977-06-18,F,Belo Horizonte,MG,PF
392,Diego Oliveira,516.781.837-20,1971-07-23,M,Belo Horizonte,MG,PF
393,Otávio Ribeiro,720.404.219-25,1984-12-22,F,Brasília,DF,PF
394,Ana Carvalho,202.907.793-19,1986-01-18,F,Uberlândia,MG,PF
395,Rafael Silva,662.693.566-63,1985-06-06,M,Curitiba,PR,PF
396,Carla Gomes,915.566.692-60,1966-12-11,M,Salvador,BA,PF
397,Rodrigo Soares,456.900.472-81,1985-08-06,F,Rio de Janeiro,RJ,PF
398,Mariana Ferreira,644.715.783-75,2001-12-06,F,Uberaba,MG,PF
399,Bruno Gomes,607.653.557-40,1984-03-02,F,Uberaba,MG,PF
400,João Lima,753.890.734-78,1994-04-08,M,Curitiba,PR,PF
401,Ana Alves,846.430.156-40,1973-12-08,F,Uberlândia,MG,PF
402,Patrícia Vieira,778.833.561-79,2001-07-11,F,Goiânia,GO,PF
403,Fernanda Lopes,167.679.710-55,1996-07-29,F,Campinas,SP,PF
404,Rafael Oliveira,744.541.570-63,2001-04-02,M,Curitiba,PR,PF
405,Lucas Barbosa,813.323.369-47,1993-05-16,F,Uberaba,MG,PF
406,Bruno Fernandes,281.400.415-37,1989-03-23,M,Rio de Janeiro,RJ,PF
407,Camila Ferreira,468.553.725-36,1983-08-17,F,Curitiba,PR,PF
408,Gustavo Soares,860.531.748-20,2001-10-09,F,Uberaba,MG,PF
409,Bruno Oliveira,256.507.429-54,1998-03-03,F,Ribeirão Preto,SP,PF
410,Vanessa Barbosa,242.525.717-74,1978-10-02,F,Uberlândia,MG,PF
411,Ana Carvalho,323.409.572-56,1963-11-08,F,Campinas,SP,PF
412,Elaine Carvalho,811.450.703-88,1960-02-29,M,São Paulo,SP,PF
413,Thiago Santos,368.839.399-39,1970-07-04,F,Belo Horizonte,MG,PF
414,Camila Fernandes,687.658.593-30,1962-10-25,M,Goiânia,GO,PF
415,Marcelo Silva,186.917.885-88,1969-07-08,F,Goiânia,GO,PF
416,Henrique Rodrigues,560.895.525-16,1964-12-04,F,Belo Horizonte,MG,PF
417,Nelson Oliveira,278.345.438-93,2004-02-24,F,Uberaba,MG,PF
418,Marcelo Lopes,399.650.343-67,1964-04-16,F,Uberlândia,MG,PF
419,Juliana Souza,610.235.515-19,1988-03-18,M,Curitiba,PR,PF
420,Ana Vieira,899.733.946-87,1975-10-29,F,Ribeirão Preto,SP,PF
421,Isabela Carvalho,297.735.189-95,1967-11-03,M,Uberlândia,MG,PF
422,Vinícius Silva,806.711.994-85,1991-07-23,M,Uberaba,MG,PF
423,Ana Silva,876.190.121-95,2003-09-05,M,Recife,PE,PF
424,Elaine Santos,325.483.138-65,1995-07-31,F,São Paulo,SP,PF
425,Juliana Martins,837.856.622-68,2003-11-21,F,Curitiba,PR,PF
426,Bruno Soares,561.501.598-93,1986-07-24,M,Campinas,SP,PF
427,Aline Rodrigues,326.522.640-60,1990-04-24,F,Uberaba,MG,PF
428,Isabela Soares,127.358.680-71,1966-08-03,F,São Paulo,SP,PF
429,Henrique Santos,760.991.705-61,1998-05-12,M,Uberlândia,MG,PF
430,Camila Soares,398.433.842-51,1993-08-28,M,Curitiba,PR,PF
431,Bruno Vieira,743.211.215-29,1971-06-07,M,Ribeirão Preto,SP,PF
432,Diego Lopes,275.645.672-59,1975-12-19,F,Campinas,SP,PF
433,Marcelo Carvalho,360.618.207-52,1987-06-29,M,Belo Horizonte,MG,PF
434,Juliana Soares,239.168.248-19,1960-08-01,F,Rio de Janeiro,RJ,PF
435,Nelson Silva,529.590.646-49,1996-10-22,M,Uberaba,MG,PF
436,Nelson Rodrigues,258.118.740-97,1972-08-17,M,Goiânia,GO,PF
437,Diego Oliveira,352.284.380-29,1963-05-17,M,Salvador,BA,PF
438,Camila Costa,300.544.805-73,1974-11-17,M,Curitiba,PR,PF
439,Rafael Almeida,962.421.542-43,1997-08-11,F,Brasília,DF,PF
440,Rafael Martins,137.449.334-52,1972-05-04,F,Salvador,BA,PF
441,Carla Fernandes,242.766.857-95,1984-04-06,F,Uberaba,MG,PF
442,Nelson Souza,176.205.968-85,1996-07-14,F,Recife,PE,PF
443,Juliana Almeida,629.389.565-57,1961-07-08,M,Goiânia,GO,PF
444,Bruno Souza,861.575.124-72,1994-03-13,F,Ribeirão Preto,SP,PF
445,Ana Ferreira,798.367.204-22,1972-12-28,M,São Paulo,SP,PF
446,Carla Almeida,855.502.575-95,1991-04-20,F,Curitiba,PR,PF
447,Patrícia Barbosa,154.285.849-58,1968-06-18,F,Recife,PE,PF
448,Fernanda Martins,124.731.224-79,1966-04-03,F,Curitiba,PR,PF
449,Patrícia Santos,817.841.517-33,1995-06-23,M,Uberlândia,MG,PF
450,Carla Martins,892.602.671-22,1996-05-09,M,Campinas,SP,PF
451,Ana Silva,660.621.362-78,2004-02-29,M,Curitiba,PR,PF
452,Gabriela Fernandes,220.746.964-60,1990-06-22,F,Ribeirão Preto,SP,PF
453,Nelson Almeida,194.597.575-59,1980-12-18,F,Rio de Janeiro,RJ,PF
454,Mariana Souza,345.662.337-59,1968-10-07,M,Curitiba,PR,PF
455,Lucas Santos,634.680.817-88,1973-04-14,M,Uberlândia,MG,PF
456,Gustavo Souza,798.815.881-31,1989-03-01,F,Goiânia,GO,PF
457,Lucas Barbosa,363.579.518-72,1975-07-29,M,Uberaba,MG,PF
458,Sandra Gomes,108.224.771-83,1981-10-04,F,Campinas,SP,PF
459,Rafael Lopes,371.379.604-52,1967-07-25,F,Ribeirão Preto,SP,PF
460,Henrique Martins,252.549.836-74,1979-10-09,M,Rio de Janeiro,RJ,PF
461,Priscila Ribeiro,834.678.888-32,1970-09-16,F,Salvador,BA,PF
462,Nelson Oliveira,141.202.992-67,1965-01-16,F,Campinas,SP,PF
463,Henrique Vieira,322.867.378-63,1965-12-08,M,Goiânia,GO,PF
464,Rafael Alves,324.185.340-30,1983-04-29,M,Brasília,DF,PF
465,Mariana Ribeiro,596.118.315-60,1976-06-27,F,Brasília,DF,PF
466,Rafael Carvalho,454.671.689-95,1964-06-30,F,Brasília,DF,PF
467,Henrique Martins,851.305.722-65,1983-02-22,M,Rio de Janeiro,RJ,PF
468,Nelson Vieira,634.818.232-43,1967-05-23,M,Recife,PE,PF
469,Elaine Oliveira,833.902.133-51,1960-09-10,M,Rio de Janeiro,RJ,PF
470,Nelson Costa,337.250.151-57,1965-12-18,M,Belo Horizonte,MG,PF
471,Camila Lima,700.577.431-78,1980-03-08,F,Campinas,SP,PF
472,Vinícius Gomes,686.916.411-31,2002-12-08,M,Campinas,SP,PF
473,Diego Oliveira,509.555.511-84,1970-11-16,F,Goiânia,GO,PF
474,Bruno Oliveira,140.574.486-28,1972-10-26,F,Goiânia,GO,PF
475,Aline Ferreira,676.820.590-17,1970-12-02,M,Curitiba,PR,PF
476,Carla Alves,167.479.700-37,1975-12-26,F,Campinas,SP,PF
477,Thiago Lima,377.873.112-17,1992-04-12,M,São Paulo,SP,PF
478,Gustavo Martins,239.984.547-24,1974-06-30,F,Campinas,SP,PF
479,Mariana Martins,379.971.724-29,1989-08-04,M,Salvador,BA,PF
480,Bruno Lima,316.167.794-22,2000-06-03,M,São Paulo,SP,PF
481,Elaine Lima,357.413.658-63,2002-07-31,F,Uberlândia,MG,PF
482,Marcelo Rodrigues,818.367.446-44,1985-05-02,F,Recife,PE,PF
483,Aline Ribeiro,142.763.581-52,1992-02-05,M,Uberaba,MG,PF
484,Thiago Alves,994.260.971-70,2001-05-13,F,Brasília,DF,PF
485,Vinícius Silva,298.709.779-42,1995-05-27,F,Rio de Janeiro,RJ,PF
486,Isabela Lima,410.850.244-11,1973-06-30,F,São Paulo,SP,PF
487,Otávio Gomes,698.914.550-22,1965-12-10,M,Ribeirão Preto,SP,PF
488,Elaine Rodrigues,584.326.843-64,1965-03-02,F,São Paulo,SP,PF
489,Carla Ribeiro,402.661.699-70,1999-09-11,M,Belo Horizonte,MG,PF
490,Karina Ribeiro,429.612.138-45,1985-01-11,F,Belo Horizonte,MG,PF
491,Sandra Almeida,439.580.954-94,1973-05-03,F,Uberaba,MG,PF
492,Rafael Martins,534.680.197-52,1975-07-20,F,Campinas,SP,PF
493,Sandra Carvalho,718.713.966-51,1972-09-04,M,Goiânia,GO,PF
494,Thiago Alves,916.979.614-18,1996-02-01,F,Uberlândia,MG,PF
495,Henrique Lopes,438.787.622-93,1987-07-24,F,Salvador,BA,PF
496,Karina Costa,833.156.874-41,1999-07-30,M,Curitiba,PR,PF
497,Fábio Lima,836.556.509-16,1973-07-31,F,Uberlândia,MG,PF
498,Patrícia Martins,206.635.611-59,1981-04-07,F,Salvador,BA,PF
499,Patrícia Pereira,240.558.154-22,1965-06-23,F,Uberlândia,MG,PF
500,Aline Costa,548.654.689-97,2003-09-18,F,Goiânia,GO,PF
501,Juliana Almeida,867.441.803-18,1983-01-13,M,Campinas,SP,PF
502,Rafael Fernandes,870.447.783-96,1984-11-19,M,Goiânia,GO,PF
503,Diego Vieira,732.927.109-25,1978-08-13,M,Recife,PE,PF
504,Marcelo Costa,662.585.208-73,1972-03-11,M,Recife,PE,PF
505,Fernanda Costa,152.990.240-49,2002-09-05,F,São Paulo,SP,PF
506,Isabela Lopes,840.562.768-72,1982-01-02,F,Goiânia,GO,PF
507,Henrique Alves,952.517.980-55,1990-05-14,F,Recife,PE,PF
508,Patrícia Soares,903.758.219-67,1961-09-05,M,Curitiba,PR,PF
509,Lucas Gomes,889.215.853-19,1972-06-01,F,Salvador,BA,PF
510,Bruno Oliveira,883.809.236-74,1996-03-07,M,Campinas,SP,PF
511,Bruno Santos,204.610.930-28,1963-12-14,F,São Paulo,SP,PF
512,Priscila Soares,256.480.431-14,1964-07-25,M,Goiânia,GO,PF
513,Juliana Santos,509.333.211-34,1996-06-11,F,Rio de Janeiro,RJ,PF
514,Carla Ferreira,118.922.993-42,1973-11-22,M,Recife,PE,PF
515,Rafael Alves,888.514.920-25,1972-04-28,M,Curitiba,PR,PF
516,Otávio Souza,355.765.297-83,1985-06-10,M,Curitiba,PR,PF
517,Rodrigo Alves,482.463.507-81,1968-10-08,F,Goiânia,GO,PF
518,Bruno Almeida,105.774.800-83,1961-12-07,F,São Paulo,SP,PF
519,Vinícius Silva,996.803.575-51,1960-03-14,M,Campinas,SP,PF
520,Nelson Soares,449.843.453-60,1963-07-27,F,Campinas,SP,PF
521,Rodrigo Fernandes,186.385.339-48,1967-02-18,M,Rio de Janeiro,RJ,PF
522,Mariana Pereira,551.744.488-23,1991-04-30,M,Goiânia,GO,PF
523,Rodrigo Souza,589.149.863-78,1973-05-29,M,Rio de Janeiro,RJ,PF
524,Henrique Martins,302.336.124-42,1963-03-25,M,Uberlândia,MG,PF
525,Camila Oliveira,134.941.220-68,1960-08-25,M,Rio de Janeiro,RJ,PF
526,Patrícia Pereira,612.312.826-19,1981-06-20,F,Goiânia,GO,PF
527,Patrícia Barbosa,897.765.670-88,1997-10-22,F,Recife,PE,PF
528,Carla Barbosa,462.353.238-92,1975-03-30,F,Campinas,SP,PF
529,Nelson Lopes,460.845.398-94,1962-11-15,F,Campinas,SP,PF
530,Mariana Alves,882.376.537-80,1970-04-06,M,Belo Horizonte,MG,PF
531,Gustavo Carvalho,303.121.359-62,1982-06-22,F,Rio de Janeiro,RJ,PF
532,Elaine Almeida,222.399.925-16,1968-06-29,F,Curitiba,PR,PF
533,Fernanda Pereira,145.481.111-12,2004-01-13,M,Salvador,BA,PF
534,Vinícius Martins,264.191.828-20,1994-05-10,M,Belo Horizonte,MG,PF
535,Karina Silva,570.734.662-68,1975-07-04,F,Uberaba,MG,PF
536,Camila Rodrigues,421.899.161-19,2002-10-27,M,Salvador,BA,PF
537,Fernanda Costa,869.161.272-25,1974-08-17,F,Uberlândia,MG,PF
538,Otávio Souza,129.205.614-68,2002-03-23,M,Goiânia,GO,PF
539,Rodrigo Souza,174.947.186-71,2003-03-10,M,Ribeirão Preto,SP,PF
540,Mariana Soares,819.568.541-19,1974-01-26,M,Recife,PE,PF
541,Vinícius Barbosa,317.864.413-13,1986-10-07,M,Salvador,BA,PF
542,Aline Ribeiro,755.714.159-14,1967-10-19,M,Salvador,BA,PF
543,Gabriela Soares,204.145.654-21,1988-11-15,M,São Paulo,SP,PF
544,Juliana Barbosa,645.258.974-74,1991-01-21,M,Brasília,DF,PF
545,Vanessa Oliveira,436.485.158-14,1991-12-13,F,Curitiba,PR,PF
546,Patrícia Lima,583.120.673-44,1985-08-05,M,Recife,PE,PF
547,Marcelo Pereira,225.581.597-76,1991-09-08,M,Uberlândia,MG,PF
548,João Santos,277.592.859-34,1984-12-23,M,Recife,PE,PF
549,Marcelo Lopes,850.750.486-88,1996-11-22,M,Ribeirão Preto,SP,PF
550,Bruno Lima,969.312.980-10,1968-01-30,M,Belo Horizonte,MG,PF
551,Otávio Gomes,216.138.430-93,1981-10-03,F,Brasília,DF,PF
552,Vinícius Souza,639.654.176-55,1978-09-27,F,Rio de Janeiro,RJ,PF
553,João Souza,444.531.334-27,1984-01-01,F,Belo Horizonte,MG,PF
554,Henrique Vieira,955.602.470-16,1966-05-24,M,Uberlândia,MG,PF
555,Aline Silva,785.524.447-69,1974-07-28,M,Salvador,BA,PF
556,Thiago Rodrigues,218.579.875-51,2002-12-09,F,Recife,PE,PF
557,Fábio Ferreira,100.306.150-54,1964-09-26,F,Belo Horizonte,MG,PF
558,Fábio Gomes,427.219.717-25,1988-08-03,M,Salvador,BA,PF
559,Bruno Ribeiro,407.987.159-32,1989-11-28,M,Salvador,BA,PF
560,Rodrigo Gomes,385.557.320-96,1981-05-09,M,Recife,PE,PF
561,Ana Santos,104.952.580-13,1961-07-06,F,Uberaba,MG,PF
562,Isabela Rodrigues,204.192.358-39,1961-07-18,F,Goiânia,GO,PF
563,Marcelo Soares,676.379.751-36,1972-05-27,F,Recife,PE,PF
564,Marcelo Martins,336.347.395-84,1964-08-12,F,Salvador,BA,PF
565,Rafael Martins,321.345.960-68,1964-03-28,M,Brasília,DF,PF
566,Mariana Carvalho,271.880.264-24,1967-03-16,F,Uberaba,MG,PF
567,Gustavo Lopes,500.721.270-77,1968-07-31,M,Belo Horizonte,MG,PF
568,Thiago Santos,240.802.186-51,1997-09-25,M,São Paulo,SP,PF
569,Rodrigo Pereira,675.338.650-71,1988-09-28,F,Uberlândia,MG,PF
570,Fernanda Costa,684.456.795-75,1961-05-14,F,Uberaba,MG,PF
571,Priscila Alves,393.759.925-82,1988-04-13,M,Uberlândia,MG,PF
572,Vinícius Soares,759.789.823-35,1966-02-25,F,Rio de Janeiro,RJ,PF
573,João Gomes,748.279.422-93,1978-12-12,F,Brasília,DF,PF
574,Patrícia Lopes,354.858.479-28,1961-09-17,M,Goiânia,GO,PF
575,Camila Fernandes,187.592.505-55,1964-01-22,M,Rio de Janeiro,RJ,PF
576,Lucas Costa,138.341.103-36,1965-12-19,M,Ribeirão Preto,SP,PF
577,Mariana Vieira,937.236.719-10,1979-07-03,F,Ribeirão Preto,SP,PF
578,João Ribeiro,605.927.406-27,1980-11-02,F,Uberaba,MG,PF
579,Diego Fernandes,612.350.901-85,1975-11-16,F,Campinas,SP,PF
580,Lucas Alves,686.674.641-75,1987-11-28,F,Uberaba,MG,PF
581,Sandra Gomes,513.971.410-10,1992-06-03,F,Brasília,DF,PF
582,Marcelo Costa,727.695.981-45,1992-10-17,M,Recife,PE,PF
583,Patrícia Oliveira,481.605.452-79,1986-01-21,F,Goiânia,GO,PF
584,Ana Pereira,484.804.482-30,1984-07-20,M,São Paulo,SP,PF
585,Bruno Vieira,990.573.735-62,1982-02-13,M,Curitiba,PR,PF
586,Thiago Martins,422.973.433-98,1970-09-15,M,Rio de Janeiro,RJ,PF
587,Lucas Souza,487.120.133-96,1981-11-30,F,Campinas,SP,PF
588,Ana Alves,574.448.829-64,1960-06-14,F,São Paulo,SP,PF
589,João Souza,693.716.278-17,2003-06-27,M,Curitiba,PR,PF
590,Henrique Silva,754.119.746-21,1976-08-27,F,Uberaba,MG,PF
591,Thiago Vieira,336.736.659-79,1994-01-13,M,Recife,PE,PF
592,Camila Lima,649.143.854-29,2003-01-20,F,São Paulo,SP,PF
593,Mariana Alves,222.889.275-57,1982-05-13,F,Ribeirão Preto,SP,PF
594,Elaine Ribeiro,536.791.139-19,1998-10-13,M,Curitiba,PR,PF
595,Rafael Silva,473.525.808-63,1981-07-25,M,Uberlândia,MG,PF
596,Mariana Ferreira,233.980.513-95,1965-12-14,F,Uberaba,MG,PF
597,Fábio Almeida,989.146.554-47,1961-03-11,M,Belo Horizonte,MG,PF
598,Patrícia Martins,547.378.602-53,1966-02-07,F,Ribeirão Preto,SP,PF
599,Rodrigo Barbosa,267.359.232-85,2002-06-01,M,Goiânia,GO,PF
600,Juliana Martins,708.448.455-17,1981-05-19,M,Uberaba,MG,PF
601,Priscila Gomes,360.931.128-23,1974-05-13,M,Ribeirão Preto,SP,PF
602,Bruno Lopes,860.567.129-53,1980-01-27,M,Rio de Janeiro,RJ,PF
603,Vanessa Vieira,774.410.443-66,1971-07-08,F,Recife,PE,PF
604,Patrícia Almeida,638.911.322-34,1999-03-06,M,Uberlândia,MG,PF
605,Isabela Barbosa,239.697.579-40,2004-12-22,F,Brasília,DF,PF
606,Thiago Lopes,725.438.275-58,1963-10-27,F,Uberlândia,MG,PF
607,Nelson Fernandes,492.464.499-91,1992-05-05,F,Goiânia,GO,PF
608,Carla Oliveira,294.347.607-14,1975-02-07,F,Salvador,BA,PF
609,Patrícia Almeida,231.609.558-68,1962-02-17,M,Rio de Janeiro,RJ,PF
610,Juliana Lima,201.867.536-23,2001-07-02,F,Uberaba,MG,PF
611,Vanessa Ribeiro,380.304.506-51,1962-10-14,F,São Paulo,SP,PF
612,Aline Carvalho,489.514.916-95,1969-04-07,F,Rio de Janeiro,RJ,PF
613,Mariana Barbosa,540.965.835-82,1961-02-23,M,Rio de Janeiro,RJ,PF
614,Diego Barbosa,302.494.416-18,1981-03-17,M,São Paulo,SP,PF
615,Elaine Ferreira,167.659.478-83,1986-12-25,M,Uberlândia,MG,PF
616,Juliana Almeida,701.176.853-54,1974-06-06,F,Campinas,SP,PF
617,Bruno Almeida,608.968.675-11,1963-03-22,F,Brasília,DF,PF
618,Vanessa Alves,259.483.133-24,1965-03-24,M,Campinas,SP,PF
619,Ana Oliveira,811.228.250-54,2002-01-02,M,Recife,PE,PF
620,Isabela Silva,181.329.942-66,1996-04-07,M,Rio de Janeiro,RJ,PF
621,Patrícia Lopes,966.418.654-31,2002-02-28,M,Rio de Janeiro,RJ,PF
622,Aline Gomes,440.257.849-26,1983-11-20,M,Uberlândia,MG,PF
623,Priscila Barbosa,284.516.486-37,1984-07-28,M,Salvador,BA,PF
624,Marcelo Gomes,420.365.920-61,1995-05-16,F,Rio de Janeiro,RJ,PF
625,João Barbosa,926.987.685-83,1987-10-01,F,Ribeirão Preto,SP,PF
626,Henrique Lima,199.953.533-73,1979-08-22,F,Brasília,DF,PF
627,Carla Lopes,320.185.895-50,1973-02-18,F,Rio de Janeiro,RJ,PF
628,Vanessa Santos,224.691.148-50,1981-11-06,F,Salvador,BA,PF
629,Gabriela Ribeiro,733.747.507-42,1962-11-17,M,Goiânia,GO,PF
630,Rafael Soares,853.266.167-23,1968-08-29,F,Uberlândia,MG,PF
631,Henrique Vieira,820.522.133-25,1993-03-09,F,Brasília,DF,PF
632,Nelson Soares,125.832.514-16,1999-01-24,F,Curitiba,PR,PF
633,Henrique Silva,298.654.633-82,1964-07-31,F,Uberlândia,MG,PF
634,Bruno Pereira,123.162.131-45,1964-05-11,F,Rio de Janeiro,RJ,PF
635,Aline Silva,753.696.288-68,1963-11-07,F,Uberaba,MG,PF
636,Lucas Oliveira,690.272.774-47,1995-08-16,M,Salvador,BA,PF
637,Vinícius Carvalho,153.451.792-71,1974-01-02,M,Goiânia,GO,PF
638,Fernanda Almeida,341.780.450-50,1974-09-15,F,São Paulo,SP,PF
639,Vanessa Lopes,177.996.853-27,1960-07-23,M,Uberlândia,MG,PF
640,Ana Fernandes,604.801.553-28,2003-10-08,M,Uberlândia,MG,PF
641,Fernanda Almeida,970.341.400-43,1979-07-14,M,Curitiba,PR,PF
642,Lucas Soares,900.549.746-90,1995-11-20,F,Ribeirão Preto,SP,PF
643,Lucas Silva,934.869.916-94,1991-11-06,M,Salvador,BA,PF
644,Vinícius Rodrigues,990.678.218-20,1966-05-19,F,Uberaba,MG,PF
645,Diego Martins,815.384.823-93,1996-01-23,F,Recife,PE,PF
646,Henrique Fernandes,679.787.350-48,1984-10-06,F,Recife,PE,PF
647,Nelson Silva,967.834.283-93,1987-03-12,M,Belo Horizonte,MG,PF
648,Aline Costa,549.858.568-63,1969-01-05,F,Brasília,DF,PF
649,Henrique Carvalho,245.404.749-84,1998-02-10,F,Recife,PE,PF
650,Patrícia Silva,179.169.723-49,2001-12-04,F,São Paulo,SP,PF
651,Fernanda Lima,862.161.414-13,1978-04-17,F,Uberlândia,MG,PF
652,Camila Fernandes,737.871.240-38,1964-02-29,M,Salvador,BA,PF
653,Thiago Carvalho,860.137.955-88,1998-03-13,F,Campinas,SP,PF
654,Henrique Rodrigues,237.224.721-10,1999-12-08,F,Uberlândia,MG,PF
655,Mariana Fernandes,554.159.577-41,1982-10-16,F,Salvador,BA,PF
656,Patrícia Alves,735.891.539-67,1986-01-23,F,Curitiba,PR,PF
657,Gustavo Fernandes,639.985.307-31,1970-01-14,F,Uberlândia,MG,PF
658,Vinícius Ferreira,440.762.877-34,1963-01-14,M,São Paulo,SP,PF
659,Rodrigo Ribeiro,198.647.637-43,2002-06-27,F,Uberlândia,MG,PF
660,Nelson Pereira,265.864.861-76,1981-09-25,F,Recife,PE,PF
661,Diego Ferreira,620.335.462-16,1972-05-16,M,Uberlândia,MG,PF
662,Rafael Fernandes,324.504.492-17,1991-03-13,M,Rio de Janeiro,RJ,PF
663,Marcelo Souza,960.341.557-51,1961-03-06,F,Goiânia,GO,PF
664,Camila Santos,522.859.770-87,1963-08-06,F,Goiânia,GO,PF
665,Camila Alves,440.338.484-59,1970-12-02,F,Rio de Janeiro,RJ,PF
666,Nelson Almeida,402.513.235-61,1980-04-12,M,Salvador,BA,PF
667,Mariana Soares,741.573.884-98,1976-07-02,F,Belo Horizonte,MG,PF
668,Rafael Barbosa,914.183.891-39,1968-06-06,F,Uberlândia,MG,PF
669,Vanessa Ferreira,506.470.355-88,1975-10-24,M,Belo Horizonte,MG,PF
670,Gustavo Lima,673.969.958-47,1975-01-10,F,Curitiba,PR,PF
671,Rafael Oliveira,753.551.544-75,1983-08-11,F,Goiânia,GO,PF
672,Diego Ribeiro,719.919.794-65,1985-04-28,M,Belo Horizonte,MG,PF
673,Fábio Barbosa,926.192.786-44,1999-09-28,F,Uberaba,MG,PF
674,Marcelo Almeida,489.802.345-88,1996-04-22,M,Goiânia,GO,PF
675,Fernanda Ribeiro,549.413.395-47,1973-02-26,M,Curitiba,PR,PF
676,Bruno Pereira,947.192.556-84,2000-08-15,F,Ribeirão Preto,SP,PF
677,Otávio Vieira,524.608.413-22,1983-06-08,M,Recife,PE,PF
678,Gabriela Gomes,674.927.567-48,1968-06-11,M,Recife,PE,PF
679,Karina Oliveira,216.949.881-90,1975-04-22,M,Rio de Janeiro,RJ,PF
680,Diego Pereira,422.662.488-30,1993-05-19,F,Campinas,SP,PF
681,Carla Santos,284.445.597-20,1996-12-24,F,Salvador,BA,PF
682,Karina Rodrigues,731.511.892-34,1976-11-01,F,Curitiba,PR,PF
683,Rafael Silva,146.380.975-38,1967-02-03,M,Goiânia,GO,PF
684,João Gomes,732.858.355-67,1968-08-20,F,Campinas,SP,PF
